Michael Welch,Benjamin Well,36,23,1909-10-30
Jennifer Martinez,Rodriguez Squares,48,47,2023-05-06
Jamie Owen,Roy Radial,33,75,1964-12-21
Robert Shepard,Summers Forges,45,47,1992-02-04
Laura Taylor,Johnson Islands,7,64,1924-02-26
Kayla Jarvis,Gonzales Turnpike,11,136,1998-11-01
Willie Crosby,Paul Ranch,29,148,1913-11-16
Jesse Key,Rachel Forge,32,19,2009-08-12
Curtis Ortiz,Davis Glen,17,100,2019-03-03
Laura Castillo,Garcia Manors,1,120,1961-04-27
Veronica Calhoun,Brittany Mall,56,77,1955-09-20
Jacqueline Marsh,Davis Trail,3,126,1957-03-21
Trevor Bailey,Pierce Lock,43,54,1977-04-30
Andrea Sharp,Chen Plains,45,104,1926-09-24
Brittany Parker,James Ranch,9,86,1977-10-21
Joseph Li,April Camp,1,30,1932-03-24
David Strickland,Roman Loop,16,96,1921-12-25
David Odom,Carlos Dam,11,38,2000-04-07
Jacob Gonzalez,Carlson Locks,19,32,1928-10-18
Michelle Wood,Peter Burgs,34,41,1954-12-26
Elaine Fisher DVM,Mitchell Crossroad,58,1,1964-09-12
Sarah Collins,Larry Rest,55,47,1911-07-07
Brian Harris,King Road,32,29,2006-03-19
Angel Johnson,Bauer Island,16,69,1937-05-04
Cynthia Miller,Mcbride Cliff,50,12,1924-03-26
Joseph Andrade,Pamela Path,27,29,2001-08-28
Philip Bonilla,Gonzalez Turnpike,32,121,1953-07-15
Ashley Cochran,Smith Loop,44,105,2015-02-25
Samuel Aguilar,Palmer Center,6,14,1911-03-18
Loretta Maldonado,Jaime Plains,18,52,2016-04-26
James Rice,Paige Station,34,118,1994-08-02
Sean Hall,Burke Meadows,50,98,1987-10-25
Mrs. Hannah Fisher,Mary Expressway,7,15,2006-08-04
John Pena,Shelby Plain,5,124,1965-07-11
Christopher Hernandez,Smith Manor,34,137,1915-03-08
Elizabeth Weber,Susan Gardens,10,44,1975-11-14
Tyler Gibson,Arias Islands,31,8,1996-06-22
Patty Nelson,Martin Bypass,31,71,1938-06-05
Michael Cox,Collier Place,48,130,1978-04-03
Scott Brown,Shawn Fords,1,59,1975-12-20
Dr. Shawn Gregory,Sean Springs,15,134,1959-11-25
Jasmine Garcia,Austin Estate,40,80,1939-02-01
Alexandra Lowe,Robert Island,45,61,1983-01-19
Shane Cordova,Ashley Brook,18,8,2022-05-14
Joseph Edwards,Courtney Spur,23,43,1919-07-01
Ryan Hooper,Ewing Forest,42,73,1963-08-07
Jamie Douglas,Gail Roads,30,144,1920-12-29
Jennifer Anderson,Henry Ports,33,131,1981-08-14
Brandi Hughes,Hill Mountains,20,40,1994-01-11
Daniel Davis,Wallace Club,14,139,1972-02-07
Mr. Christopher Williams,Rice Route,25,54,1942-12-15
Aaron Scott,Jessica Manors,43,2,1911-02-15
Michelle Parker,Danielle Meadow,19,127,1937-03-05
Kiara Parker MD,Grimes Dam,9,104,1926-03-13
Shirley Potter,Ryan Mount,25,99,1956-05-01
Rebecca Price,Kemp Flat,38,17,1921-01-17
Teresa Swanson,Donald Harbors,44,46,1989-03-26
Pamela Stephenson,Sherry Passage,8,53,1979-12-29
Alice Newton,Ray Mission,48,39,1924-11-10
Jonathon Maddox,Brady Courts,7,126,1997-10-25
William Krause,Tiffany Dale,19,56,1926-12-22
Jeanette Snyder,Page Crescent,60,74,2002-11-13
Ian Williams,Rowe Unions,15,102,1950-02-12
Scott Parker,Kimberly Bridge,9,21,1979-04-05
Whitney Macdonald,Hunt Point,17,25,1953-03-03
Robert Cook,Katherine Meadow,12,52,1995-09-22
Frank Cook,Aguilar Stravenue,14,42,1982-11-23
Jennifer Guerra,Stanley Fords,3,75,1950-06-15
Nichole Huang,Jonathan Islands,44,98,1979-08-09
John Craig,Vaughan Harbor,51,66,1996-05-14
James Hunter,Mclaughlin View,7,13,1922-08-17
Evan Combs,Nolan Path,45,9,2021-10-16
Brian Cabrera,Green Forks,58,101,2005-02-20
Sharon Castro,Jesse Parkway,47,23,2006-09-07
Traci Morgan,Schultz Walk,17,28,1917-06-25
Sharon Harding,Mitchell Mill,14,103,1978-07-07
Mary Yu,Jose Forge,33,34,1982-04-11
Nancy Hernandez,Sean Run,40,66,1964-04-11
Casey Parrish,Mary Springs,42,104,1989-09-29
Jeanette Flores,Johnson Lodge,10,98,1961-02-22
Alejandro Price,Moore Skyway,38,120,2003-05-11
Theresa Hurst,Wagner Alley,7,33,2002-05-21
April Brown,Riley Viaduct,26,25,1996-04-09
Ricardo Edwards,Campbell Pass,26,134,1987-07-15
Carolyn Garcia,Carla Cliff,26,109,1978-02-05
Michael Barker,Hutchinson Road,7,41,1925-07-29
Joy Carrillo,Bass Burg,8,48,2002-10-16
Adam Perez,Fox Summit,51,41,2016-11-12
Christian Kennedy,Payne Route,13,108,1958-01-26
Amy Santiago,Fox Pines,38,117,1992-11-30
Ernest Hall,Barnes Manors,26,138,1947-11-10
Thomas Reynolds,James Crest,14,52,1987-09-25
Christopher Sanchez,Henderson Highway,44,122,1944-06-04
Tyler Turner,Stout Circle,31,116,1951-10-24
Michael Martin,Harris View,41,116,2011-07-19
Jennifer Lewis,Mendoza Spurs,56,17,1990-10-13
Crystal Smith,Haney Mountain,21,20,1990-04-24
Peter Campbell,Kyle Forges,38,67,1940-02-07
Michael Alexander,Crystal Row,7,94,1946-07-27
Tammy Johnson,Karen Coves,55,118,1926-07-19
Jared Le,Bonnie Mills,35,82,2020-09-23
Timothy Morgan,Freeman Fields,29,9,1964-06-23
Kimberly Henderson,Mitchell Parkways,17,117,1987-07-25
Stephanie Buchanan,Andre Squares,21,69,1933-07-15
Kurt Sexton,Gabriela Port,50,42,1992-03-27
Richard Jones,Page Roads,24,125,1989-07-17
Jessica Cooper,Ellis Drive,47,104,2016-05-22
Jesus Erickson,Jacqueline View,38,106,1959-11-05
Gregory Scott,Amanda Forge,6,66,1946-06-16
Douglas Griffin,Julie Station,17,42,1925-06-16
Brittany Williams,Charles Union,49,120,1939-06-27
Nicole Hill,Palmer Park,53,85,1949-02-02
Wesley Rice,Reid River,9,74,1950-11-10
Michael Johnston,Young Meadows,60,95,2018-06-20
Joshua Mann,Matthew Inlet,39,119,1962-06-11
Matthew Williams,James Views,59,76,1920-03-06
Jimmy Blackburn,Ashley Freeway,53,115,1973-10-15
Laurie Martinez,Lori Pines,24,126,1971-09-14
Brittany Richards,Johnson Tunnel,33,149,1983-10-09
Dominique Ward,Grant Skyway,46,110,1999-08-05
Diane Bailey,Aguirre Ridges,51,126,1989-04-05
Michele Baker,Kayla Rapid,46,130,1994-11-27
Daniel Terry,Chad Points,51,1,2018-08-30
Stacy Davis,Nancy Track,1,111,1916-02-14
Sandy Doyle,Trevor Circle,59,5,1932-09-26
Larry Parks,Emily Ranch,21,80,1916-07-14
Tracy Richardson,Patterson Flats,19,102,1934-05-28
Aaron Chavez,Carpenter Stream,57,3,1944-03-23
Jacqueline Day,Scott Trail,1,148,1954-04-03
Kevin Phillips,Elizabeth Burg,10,19,1910-07-02
Jason Johnson,Thompson Dam,50,73,1965-01-05
Brandon Mcdaniel,Chad Station,11,99,1945-04-13
Michael Schmidt,Moreno Divide,5,150,1984-08-26
Jamie Parsons,Douglas Mission,11,29,1986-09-25
Barbara Arias,Alvarado Junctions,49,11,1982-02-02
Jeffrey Stewart,Cummings Fort,10,87,1964-04-23
Debra Russell,Beasley Plains,5,67,1975-09-03
Angela Flores,Gray Village,24,40,1977-10-15
Jean Henderson,Andrew Branch,6,117,1997-09-19
Jennifer Clark,Jenna Grove,45,126,1964-07-21
Edward Lucas,Jeremy Centers,33,147,1937-11-19
David Clay,Michelle Cliff,39,44,1972-11-08
David Davis,Ashley Forges,37,13,1908-08-30
Laura Rivera,Graham Haven,21,142,1923-09-22
Cody Mitchell,Michael Canyon,19,140,1957-05-08
Adam Bright,Jennifer Locks,54,117,1983-11-09
Sandra Roberts,Bobby Pass,52,80,1908-03-17
Joan Rose,Chris Throughway,43,18,1996-07-25
Matthew Perry,Roger Cove,41,64,2019-12-20
Daniel Anderson,George Harbors,46,104,1956-06-20
David Jacobs,Guzman Freeway,40,105,1972-07-25
Bradley Davis,Ryan Causeway,34,43,1937-02-15
Ashley Norton,Alicia Motorway,6,135,1923-03-24
Vicki Mccarthy,Alexander Parkways,60,77,1970-06-05
Jeanne Martin,Kayla Hills,8,34,1979-06-17
Dr. Jackson Brown,Jeffrey Loaf,11,110,1990-06-08
Tracy Nichols,Samuel Land,16,131,1940-10-07
Kelly Neal,Susan Glen,57,28,1984-05-18
Alexandria King,Mack Lake,32,52,1954-10-23
Dawn Hunt,David Hollow,1,51,1934-08-28
John Young,Cain Locks,12,65,1935-07-03
Paige Chan,Jasmine Port,1,18,1963-01-03
George Webster,Brandon Isle,41,50,1933-03-30
Mackenzie Owens,Troy Walk,18,61,1981-10-02
Pamela Morales,Kelly Bypass,52,11,2020-04-03
Courtney Brooks,Wiggins Falls,24,33,2015-07-11
Matthew Short,James Ridges,48,84,1928-07-16
Robert Middleton,Barton Gardens,1,17,1954-02-23
Cindy Wilson,Laura Well,28,55,1983-10-16
John Murphy,Crawford Shoals,17,119,1911-10-17
Joseph Perez,Sanders Burgs,56,70,1922-11-04
Monique Villegas,Aaron Drive,56,75,1964-03-20
James Johnson,Ryan Lake,57,51,1985-10-19
Donald Allen,Andrews Inlet,23,39,2015-07-23
James Armstrong,Bradford Avenue,46,138,1979-11-10
Jasmine Hensley,Anderson Crest,29,1,1932-01-03
Lisa Lee,Miller Vista,3,82,2022-05-23
Danielle Myers,Burns Harbors,8,33,1991-06-06
Rebecca Thornton,Willis Greens,12,94,2019-07-31
Dr. Kim Bradley,Wilcox Bridge,29,112,1978-03-16
Christopher Santos,Amy Park,42,66,2001-01-29
Charles Johnson,Jennifer Island,41,19,1941-11-09
Andrew Michael,Oconnor Lodge,18,143,1966-06-16
Aaron Acosta,Adkins Harbor,27,25,1929-04-23
Peggy Briggs,Anthony Forges,45,141,1984-03-03
Robert Randolph,Smith Motorway,41,133,1994-09-11
Tonya Moore,Turner Drives,49,106,1931-07-09
Charles Martinez,Case Forks,5,102,1948-11-04
Paul Cunningham,Joseph Ports,22,150,1952-11-15
Jeffrey Hood,Casey Place,13,92,1951-06-23
Andre Collins,Kathleen Alley,39,99,1966-04-17
Curtis Mendoza,Sanchez Divide,54,91,1926-04-14
Dr. Savannah Ewing,Ryan Locks,5,51,1950-12-21
Scott Kelly,Reginald Terrace,32,71,2023-05-03
Eugene Lamb,Miller Shores,18,111,1974-05-17
Larry Lopez,Porter Springs,12,36,1957-10-10
Katie White,Hoover Radial,46,104,2021-08-16
Jillian Scott,Erin Street,51,3,2019-03-07
Darren Downs,Moore Roads,17,78,2003-11-20
Michael Williams,Samantha Haven,19,15,1925-02-04
Jose Gonzalez,Davis Rest,39,26,1930-05-31
Sergio Shaw,Cheyenne Junctions,53,96,1991-09-11
Michelle Cobb,Garcia Port,22,56,2002-01-21
Guy Spencer,Amy Centers,24,90,1926-02-20
Noah Martin,Gross Cliffs,59,100,1991-02-10
Zachary Flores,Edwards Bridge,39,100,1914-10-20
Bryan Murphy,Adriana Plains,8,143,1926-05-15
Troy Edwards,Alexander Village,22,44,1970-10-02
Valerie Nunez,Diaz Trafficway,15,61,1915-10-17
Theresa Jordan,Anderson Roads,34,102,1975-05-03
John Spencer,Elizabeth Glens,11,8,2012-06-20
Cassie Lawson,Karen Overpass,28,75,1985-03-13
Kelly Lee MD,Judith Lock,12,21,1976-04-03
Brandon Rivera,Scott Tunnel,52,93,1908-08-25
Tracy Olson,John Trafficway,10,22,1960-02-06
Shirley Jenkins,Emily Glens,26,132,1947-07-20
Ryan Cunningham,Sara Point,44,144,1914-11-10
Andrew Freeman,Christine Roads,7,4,1943-08-24
Daryl Baker,Gary Throughway,60,65,1955-08-19
Joseph Cantu,John Village,15,47,1918-05-29
Karen Fox,Joe Ridges,4,2,1953-04-10
Courtney Stuart,Lambert Streets,38,133,1911-07-30
Daniel Weaver,Michele Way,40,44,1946-02-27
Barry Edwards,Baker Centers,44,36,1912-03-22
Nicholas Roberts,Carrillo Mountains,59,59,1957-11-05
Craig Rodriguez,Zachary Well,57,13,2022-04-07
Peter Morris,Bruce Creek,27,79,1974-12-21
Emma Francis,George Knolls,6,117,1996-04-30
Derek Johnson,Yolanda Avenue,5,23,2012-05-14
Courtney Cook,Allen Meadow,48,104,1997-02-09
Christopher Snyder,Perry Spur,10,11,1961-09-11
Michele Pena,Mejia Walks,41,86,2004-04-08
Ray Wiley,Gentry Plains,2,87,1995-09-26
Meghan Lopez MD,Jose Curve,39,9,2010-10-12
Maria Avila,Madison Manors,3,136,1915-03-05
Michelle Simmons,Darin Dam,22,69,1916-12-29
Mark Evans,Sara Estates,25,75,1995-07-07
Tamara Howard,Harris Parkway,56,7,2020-02-06
Justin Green,Suzanne Rapid,41,83,1968-03-09
Jesse Hays,Elizabeth Via,27,27,2021-02-21
William Wilson,Erin Creek,42,135,2013-01-01
Andrea Compton,Brian Drives,17,70,2016-03-20
Christopher Owens,Johnson Villages,5,120,2021-06-22
Larry Owen,James Fork,56,105,2001-04-09
Nathan Robinson,Misty Rapids,49,77,2019-04-07
John Stevens,Vasquez Estates,47,65,1962-07-22
Joseph Hood,Megan Square,54,115,2006-09-29
Amanda Ramos,Stein Estates,26,94,1968-04-05
Rodney Cole,Melanie Rapids,16,28,1961-03-11
Megan Allen,Cruz Isle,21,15,1998-08-14
Debra Foster,Lopez Green,17,39,1922-02-17
Ryan Hunt,Yates Loaf,41,85,2006-01-28
Randy Alvarado,Betty Lights,33,143,1982-04-06
Nichole Hall,Antonio Harbor,52,64,1946-03-14
Kyle Allison,Brooks Canyon,1,87,2012-12-21
Joel Hatfield,Manuel Rapid,29,97,1990-07-28
Derek Gutierrez,Gardner Courts,45,46,1999-07-11
Christopher Henderson,Mann Inlet,6,97,1922-12-14
Ellen Campbell,Hamilton Station,17,47,2006-12-18
David Olsen,Krista Isle,12,83,1925-08-13
Bonnie Bell,Raymond Drive,43,7,1964-12-27
Jacqueline Berry,Allen Forges,49,89,1931-05-07
Nathaniel Saunders,Kristen Road,49,112,1998-06-03
Brooke Cook,Gary Haven,53,6,1982-08-22
Mary Anderson,Green Plaza,54,48,1963-04-14
Andrea Richardson,David Walks,21,63,1965-04-23
William Arias,Brandon View,44,23,1915-06-28
Miss Amanda Kelly,Alyssa Squares,37,75,1966-01-10
Deborah Collier,Barbara Ways,12,46,2018-02-16
Mary Watts,Turner Light,56,134,2009-07-25
Lynn Madden,Timothy Spring,45,25,1919-06-30
Mason Figueroa,Samantha Meadow,6,79,1913-10-14
James Sims,Price Roads,53,88,1983-10-14
Ryan Reeves,Jackson Camp,4,5,2018-06-02
Steven Thompson,Michele Lane,55,34,1939-02-14
Sandy Jones,Tiffany Expressway,36,120,2001-01-31
David Guerra,Lewis Station,6,74,1958-11-06
Miranda Phelps,Martin Forge,9,126,1997-09-27
Daniel Matthews,Murillo Highway,39,146,1917-05-04
Tiffany Carpenter,Dunn Parks,53,65,1954-11-03
Lindsey Barnett,Keller Lights,35,134,1971-06-03
Jonathan Logan,Julia Field,52,32,1922-09-05
Jennifer White,Reyes Garden,44,96,1979-12-11
Christopher Jones,Mcfarland Plain,15,127,1908-03-10
Larry Moody,Alan Plains,44,124,1931-03-18
Brent Campbell,Glass Mountains,3,116,1932-01-25
John Garza,Molly Burgs,21,92,1992-02-24
Karen Barajas,Kirk Brooks,36,52,1954-05-17
Christian Perez,Lynch Port,14,105,1998-02-10
Danny Williams,Paul View,28,1,2008-10-17
Sara Johnson,Chase Forest,13,73,1970-12-12
Jose Parker,Breanna Valleys,15,11,1987-08-06
Curtis Burns,Ryan Corners,40,149,2009-06-15
Katherine Ryan,Mejia Square,31,77,1942-06-18
Morgan Rodriguez,Kirk Burg,38,34,1961-01-16
Paul Gonzales,Matthew Wall,53,83,1994-07-21
Ronald Vance,Katherine Key,60,45,1923-10-18
Nicole Johnson,Ryan Mission,33,93,1976-11-11
Joshua Bartlett,Carlos Lock,39,121,1964-12-11
Erin Wilson,Larsen Row,28,143,1972-09-29
Michael Galloway,Howe Lane,51,100,1963-01-19
Bailey Reilly,Alexander Shoal,51,41,1919-12-24
Tracy Steele,Perry Extensions,15,97,2008-10-26
Sarah Nguyen,Cynthia Turnpike,51,14,1954-07-23
Keith Warren,Day Shoals,39,140,1984-10-12
Jenna Gordon,Mary Circles,2,92,1922-03-23
William Swanson,Henry Lake,55,15,2006-01-05
Tracy Williams,David Village,7,135,1961-05-12
Brian Valencia,Heather Burgs,36,9,2002-01-07
Scott Henderson,Robinson Orchard,26,132,1942-01-29
Holly Keith,William Underpass,52,105,1913-12-01
Amanda Perry,Ortega Keys,10,11,1910-06-11
Jason Ruiz,Malone Isle,11,63,1967-03-21
Jonathan Mcgrath,Ivan Motorway,33,147,2022-12-15
Ricardo Robinson,Perez Road,14,100,1994-04-10
Lauren Leach,Melissa Flat,16,34,2016-02-29
David Smith,Bailey Pines,23,83,1986-07-09
Cathy Bentley,Klein Mount,17,104,1922-09-13
Zachary Simpson,Zhang Prairie,15,126,1977-03-04
Kara Wilson,John Landing,44,4,1991-06-01
Hunter Jordan,Ashley Road,57,21,1990-08-25
Danielle Petersen,Elaine Estates,34,9,1948-06-23
Dylan Nguyen,Brandon Lane,53,9,1987-11-07
Shawn Casey,Jordan Overpass,8,66,1922-10-09
Kristina Rose,Brian Common,52,5,1947-02-16
Denise Walsh,Alisha Glen,11,22,1941-10-09
Abigail Rios,Nielsen Locks,20,57,1944-01-30
Nathan Obrien,Mueller Village,37,112,1924-08-11
Carol Nguyen,Mack Ferry,20,137,2015-05-24
Angela Stevens,Thompson Junction,60,127,2018-07-08
Eric Lowe,Gregory Canyon,26,26,1970-09-11
Lisa Jones,Horne Passage,12,119,1976-01-11
Vincent Young,Margaret Shores,25,140,1930-06-06
Kerry Cruz,Morgan Causeway,52,30,1941-12-03
Raymond Myers,Kathryn Ways,20,57,1980-06-22
Kirsten Murphy,Emily Village,48,5,1948-08-19
Tristan Hubbard,Hood Stravenue,29,9,2014-11-23
Isabella Fernandez,Gloria Falls,33,89,1999-09-12
Laura Vaughan,Sandra Road,19,46,1923-01-11
Erik Ramirez,Justin Mills,15,90,1942-10-19
Michael Hicks,Tracy Square,60,54,1926-10-21
Rebecca Kelly,Patrick Locks,20,146,1916-06-28
Kristy Crawford,Jacobs Pines,3,113,1997-08-23
Michael Jacobs,Christopher Route,29,99,1930-04-05
James Crawford,Gonzalez Stream,26,31,2010-09-20
Daniel Murphy,Harding Trail,41,128,1978-12-04
Dustin Smith,Gonzalez Prairie,7,68,1922-06-27
Tyler Ramirez,Carter Mountains,12,59,1933-10-09
James Moss,Clark Rapids,15,112,1971-12-09
